customer_id,full_name,email,country,signup_date,is_prime
CUST-000192,Customer 192,customer192@example.com,BR,2023-11-10,false
CUST-000193,Customer 193,customer193@example.com,MX,2023-06-26,false
CUST-000194,Customer 194,customer194@example.com,AR,2025-07-23,false
CUST-000195,Customer 195,customer195@example.com,ES,2024-10-02,false
CUST-000196,Customer 196,customer196@example.com,BR,2023-09-15,false
CUST-000197,Customer 197,customer197@example.com,BR,2023-08-22,true
CUST-000198,Customer 198,customer198@example.com,BR,2024-01-12,false
CUST-000199,Customer 199,customer199@example.com,DE,2024-05-02,false
CUST-000200,Customer 200,customer200@example.com,ES,2023-04-24,false
CUST-000201,Customer 201,customer201@example.com,AR,2023-10-02,false
CUST-000202,Customer 202,customer202@example.com,IT,2024-07-25,false
CUST-000203,Customer 203,customer203@example.com,GB,2024-08-13,false
CUST-000204,Customer 204,customer204@example.com,CA,2024-02-13,true
CUST-000205,Customer 205,customer205@example.com,IT,2026-03-18,false
CUST-000206,Customer 206,customer206@example.com,MX,2024-08-31,false
CUST-000207,Customer 207,customer207@example.com,CO,2023-06-26,true
CUST-000208,Customer 208,customer208@example.com,PT,2024-08-11,true
CUST-000209,Customer 209,customer209@example.com,CO,2025-11-08,true
CUST-000210,Customer 210,customer210@example.com,BR,2023-06-16,false
CUST-000211,Customer 211,customer211@example.com,AU,2024-08-23,false
CUST-000212,Customer 212,customer212@example.com,BR,2023-01-22,false
CUST-000213,Customer 213,customer213@example.com,JP,2024-10-24,false
CUST-000214,Customer 214,customer214@example.com,IT,2023-09-15,false
CUST-000215,Customer 215,customer215@example.com,FR,2025-12-05,false
CUST-000216,Customer 216,customer216@example.com,DE,2024-12-08,false
CUST-000217,Customer 217,customer217@example.com,BR,2023-12-26,false
CUST-000218,Customer 218,customer218@example.com,JP,2025-10-21,true
CUST-000219,Customer 219,customer219@example.com,AU,2025-12-13,false
CUST-000220,Customer 220,,GB,2023-10-03,false
CUST-000221,Customer 221,customer221@example.com,CA,2023-09-30,false
CUST-000222,Customer 222,customer222@example.com,ES,2023-06-18,false
CUST-000223,Customer 223,customer223@example.com,DE,2023-10-16,false
CUST-000224,Customer 224,customer224@example.com,JP,2025-02-19,false
CUST-000225,Customer 225,customer225@example.com,US,2023-09-08,false
CUST-000226,Customer 226,customer226@example.com,BR,2023-02-17,false
CUST-000227,Customer 227,customer227@example.com,CL,2025-05-26,false
CUST-000228,Customer 228,customer228@example.com,MX,2025-03-26,false
CUST-000229,Customer 229,customer229@example.com,CL,2025-07-06,false
CUST-000230,Customer 230,customer230@example.com,US,2024-07-26,false
CUST-000231,Customer 231,customer231.example.com,MX,2025-10-24,false
CUST-000232,Customer 232,customer232@example.com,US,2023-04-10,true
CUST-000233,Customer 233,customer233@example.com,JP,2024-07-31,false
CUST-000234,Customer 234,customer234@example.com,ES,2025-08-01,true
CUST-000235,Customer 235,customer235@example.com,US,2023-06-08,false
CUST-000236,Customer 236,customer236@example.com,US,2026-01-08,true
CUST-000237,Customer 237,customer237@example.com,PT,2023-04-30,true
CUST-000238,Customer 238,customer238@example.com,US,2024-11-16,true
CUST-000239,Customer 239,customer239@example.com,DE,2024-07-31,false
CUST-000240,Customer 240,customer240@example.com,CA,2024-10-10,true
CUST-000241,Customer 241,customer241@example.com,AR,2024-01-13,true
CUST-000242,Customer 242,customer242@example.com,US,2026-02-27,true
CUST-000243,Customer 243,customer243@example.com,US,2024-04-28,false
CUST-000244,Customer 244,customer244@example.com,IT,2024-05-19,false
CUST-000245,Customer 245,customer245@example.com,US,2024-08-02,false
CUST-000246,Customer 246,customer246.example.com,US,2023-02-24,false
CUST-000247,Customer 247,customer247@example.com,GB,2025-04-06,true
CUST-000248,Customer 248,customer248@example.com,JP,2024-11-02,false
CUST-000249,Customer 249,customer249@example.com,US,2025-11-25,false
CUST-000250,Customer 250,customer250@example.com,CA,2023-03-01,false
CUST-000251,Customer 251,customer251.example.com,CA,2026-02-23,false
CUST-000252,Customer 252,customer252@example.com,DE,2023-12-09,false
CUST-000253,Customer 253,,BR,2023-03-11,false
CUST-000254,Customer 254,customer254@example.com,US,2026-04-28,false
CUST-000255,Customer 255,customer255@example.com,CA,2024-07-04,false
CUST-000256,Customer 256,customer256@example.com,CA,2023-06-08,false
CUST-000257,Customer 257,customer257@example.com,US,2024-05-07,false
CUST-000258,Customer 258,customer258@example.com,BR,2026-01-12,false
CUST-000259,Customer 259,customer259@example.com,GB,2023-04-07,true
CUST-000260,Customer 260,customer260@example.com,US,2023-07-05,false
CUST-000261,Customer 261,customer261@example.com,US,2025-08-12,false
CUST-000262,Customer 262,customer262@example.com,CA,2023-11-27,true
CUST-000263,Customer 263,customer263@example.com,JP,2026-02-07,true
CUST-000264,Customer 264,customer264@example.com,MX,2023-03-18,false
CUST-000265,Customer 265,customer265@example.com,PT,2024-03-31,false
CUST-000266,Customer 266,customer266@example.com,GB,2023-11-25,false
CUST-000267,Customer 267,customer267@example.com,US,2023-11-10,false
CUST-000268,Customer 268,customer268@example.com,IT,2024-02-11,false
CUST-000269,Customer 269,customer269@example.com,BR,2025-06-20,false
CUST-000270,Customer 270,customer270@example.com,US,2026-04-08,false
CUST-000271,Customer 271,customer271@example.com,GB,2026-03-11,false
CUST-000272,Customer 272,customer272@example.com,US,2023-01-06,false
CUST-000273,Customer 273,customer273@example.com,FR,2023-10-15,false
CUST-000274,Customer 274,customer274@example.com,BR,2026-01-03,false
CUST-000275,Customer 275,customer275@example.com,IT,2025-10-15,false
CUST-000276,Customer 276,customer276@example.com,AR,2023-12-27,true
CUST-000277,Customer 277,customer277@example.com,US,2025-09-01,false
CUST-000278,Customer 278,customer278@example.com,CO,2024-12-23,false
CUST-000279,Customer 279,customer279@example.com,CL,2023-05-24,false
CUST-000280,Customer 280,customer280@example.com,AR,2024-03-21,false
CUST-000281,Customer 281,customer281@example.com,DE,2024-12-01,false
CUST-000282,Customer 282,customer282@example.com,GB,2025-06-20,false
CUST-000283,Customer 283,customer283@example.com,AU,2025-01-22,false
CUST-000284,Customer 284,customer284@example.com,MX,2023-01-17,false
CUST-000285,Customer 285,customer285@example.com,AU,2025-05-08,true
CUST-000286,Customer 286,customer286@example.com,US,2025-11-01,true
CUST-000287,Customer 287,customer287@example.com,ES,2023-09-05,false
CUST-000288,Customer 288,customer288@example.com,BR,2023-11-24,false
CUST-000289,Customer 289,customer289@example.com,US,2023-05-07,false
CUST-000290,Customer 290,customer290@example.com,MX,2024-08-03,false
CUST-000291,Customer 291,customer291@example.com,BR,2024-08-31,false
CUST-000292,Customer 292,customer292@example.com,AU,2024-02-17,false
CUST-000293,Customer 293,customer293@example.com,JP,2024-07-10,false
CUST-000294,Customer 294,customer294@example.com,DE,2023-12-07,true
CUST-000295,Customer 295,customer295@example.com,US,2025-01-23,true
CUST-000296,Customer 296,customer296@example.com,CO,2025-03-16,false
CUST-000297,Customer 297,customer297@example.com,FR,2025-01-08,false
CUST-000298,Customer 298,customer298@example.com,US,2024-05-01,true
CUST-000299,Customer 299,customer299@example.com,MX,2025-08-20,true
CUST-000300,Customer 300,customer300@example.com,US,2023-08-25,false
CUST-000301,Customer 301,customer301@example.com,US,2024-01-14,false
CUST-000302,Customer 302,customer302@example.com,US,2025-04-04,false
CUST-000303,Customer 303,customer303@example.com,BR,2024-08-08,false
CUST-000304,Customer 304,customer304@example.com,BR,2026-03-11,false
CUST-000305,Customer 305,customer305.example.com,BR,2025-03-11,false
CUST-000306,Customer 306,customer306@example.com,MX,2023-09-26,false
CUST-000307,Customer 307,customer307@example.com,AU,2023-07-18,false
CUST-000308,Customer 308,customer308@example.com,CA,2023-06-15,false
CUST-000309,Customer 309,customer309@example.com,BR,2025-12-22,false
CUST-000310,Customer 310,customer310@example.com,US,2024-07-06,true
CUST-000311,Customer 311,customer311@example.com,CA,2024-10-15,true
CUST-000312,Customer 312,customer312@example.com,US,2025-11-14,false
CUST-000313,Customer 313,customer313.example.com,BR,2026-01-12,true
CUST-000314,Customer 314,customer314@example.com,DE,2024-10-30,false
CUST-000315,Customer 315,customer315@example.com,DE,2026-01-04,false
CUST-000316,Customer 316,customer316@example.com,CA,2023-07-17,true
CUST-000317,Customer 317,customer317@example.com,FR,2025-06-11,false
CUST-000318,Customer 318,customer318@example.com,CO,2024-12-01,false
CUST-000319,Customer 319,customer319@example.com,CA,2023-10-13,false
CUST-000320,Customer 320,customer320@example.com,AU,2024-06-11,false
CUST-000321,Customer 321,customer321@example.com,CO,2023-07-12,false
CUST-000322,Customer 322,customer322@example.com,BR,2025-12-24,false
CUST-000323,Customer 323,customer323@example.com,US,2025-11-09,false
CUST-000324,Customer 324,customer324@example.com,IT,2024-09-16,false
CUST-000325,Customer 325,customer325@example.com,DE,2024-02-16,true
CUST-000326,Customer 326,customer326@example.com,DE,2024-08-24,false
CUST-000327,Customer 327,customer327@example.com,CL,2024-07-05,true
CUST-000328,Customer 328,customer328@example.com,US,2025-03-27,false
CUST-000329,Customer 329,customer329@example.com,AR,2023-08-03,false
CUST-000330,Customer 330,customer330@example.com,US,2025-11-30,false
CUST-000331,Customer 331,customer331@example.com,JP,2024-01-12,false
CUST-000332,Customer 332,customer332@example.com,CA,2024-11-09,false
CUST-000333,Customer 333,customer333@example.com,US,2025-04-26,false
CUST-000334,Customer 334,customer334@example.com,DE,2025-08-19,true
CUST-000335,Customer 335,customer335@example.com,GB,2023-02-17,false
CUST-000336,Customer 336,customer336@example.com,GB,2024-12-15,true
CUST-000337,Customer 337,customer337@example.com,CA,2025-12-07,false
CUST-000338,Customer 338,customer338@example.com,GB,2023-11-15,true
CUST-000339,Customer 339,customer339@example.com,CA,2023-09-23,false
CUST-000340,Customer 340,customer340@example.com,US,2024-03-19,false
CUST-000341,Customer 341,customer341@example.com,PT,2023-04-10,false
CUST-000342,Customer 342,customer342@example.com,AR,2025-11-09,true
CUST-000343,Customer 343,customer343.example.com,CA,2025-05-16,false
CUST-000344,Customer 344,customer344@example.com,GB,2023-01-15,false
CUST-000345,Customer 345,customer345@example.com,MX,2025-05-11,false
CUST-000346,Customer 346,customer346@example.com,MX,2023-07-27,false
CUST-000347,Customer 347,customer347@example.com,GB,2023-02-06,true
CUST-000348,Customer 348,customer348.example.com,US,2023-04-04,false
CUST-000349,Customer 349,customer349@example.com,PT,2025-10-24,false
CUST-000350,Customer 350,customer350@example.com,GB,2025-02-27,false
CUST-000351,Customer 351,customer351@example.com,MX,2025-12-17,false
CUST-000352,Customer 352,customer352@example.com,AR,2024-07-12,false
CUST-000353,Customer 353,,GB,2024-05-03,false
CUST-000354,Customer 354,customer354@example.com,CO,2025-09-19,false
CUST-000355,Customer 355,customer355@example.com,CO,2025-01-26,false
CUST-000356,Customer 356,customer356@example.com,US,2023-05-21,false
CUST-000357,Customer 357,customer357@example.com,AU,2026-01-20,false
CUST-000358,Customer 358,customer358.example.com,BR,2024-10-27,true
CUST-000359,Customer 359,customer359@example.com,CA,2026-01-03,false
CUST-000360,Customer 360,customer360@example.com,US,2024-10-11,false
CUST-000361,Customer 361,customer361@example.com,US,2024-06-16,true
CUST-000362,Customer 362,customer362@example.com,GB,2026-02-02,false
CUST-000363,Customer 363,customer363@example.com,US,2024-08-14,false
CUST-000364,Customer 364,customer364@example.com,DE,2024-04-18,false
CUST-000365,Customer 365,customer365@example.com,GB,2024-12-20,true
CUST-000366,Customer 366,customer366@example.com,CA,2023-07-23,false
CUST-000367,Customer 367,customer367@example.com,CL,2023-09-29,false
CUST-000368,Customer 368,customer368@example.com,US,2025-03-20,false
CUST-000369,Customer 369,customer369@example.com,GB,2025-02-20,false
CUST-000370,Customer 370,customer370@example.com,MX,2026-03-09,false
CUST-000371,Customer 371,customer371@example.com,MX,2025-07-08,false
CUST-000372,Customer 372,customer372.example.com,CA,2024-03-20,false
CUST-000373,Customer 373,customer373@example.com,IT,2023-03-16,false
CUST-000374,Customer 374,customer374@example.com,US,2025-03-09,false
CUST-000375,Customer 375,customer375@example.com,AR,2024-11-25,false
CUST-000376,Customer 376,customer376@example.com,US,2025-02-23,false
CUST-000377,Customer 377,customer377@example.com,MX,2026-01-28,false
CUST-000378,Customer 378,customer378@example.com,BR,2023-12-16,false
CUST-000379,Customer 379,customer379@example.com,MX,2025-09-11,false
CUST-000380,Customer 380,customer380@example.com,JP,2023-04-25,false
CUST-000381,Customer 381,customer381@example.com,AU,2024-05-11,false
CUST-000382,Customer 382,customer382@example.com,US,2025-12-03,false
CUST-000383,Customer 383,customer383@example.com,FR,2023-02-21,false
CUST-000384,Customer 384,customer384@example.com,CO,2025-03-21,false
CUST-000385,Customer 385,customer385@example.com,CL,2026-02-10,false
CUST-000386,Customer 386,customer386@example.com,US,2024-10-19,false
CUST-000387,Customer 387,customer387@example.com,AU,2024-09-14,true
CUST-000388,Customer 388,customer388@example.com,CA,2024-11-05,false
CUST-000389,Customer 389,customer389@example.com,DE,2023-12-20,false
CUST-000390,Customer 390,customer390@example.com,BR,2025-08-05,false
CUST-000391,Customer 391,customer391@example.com,DE,2024-08-21,true
CUST-000392,Customer 392,customer392@example.com,IT,2023-01-19,false
CUST-000393,Customer 393,customer393@example.com,BR,2026-03-30,true
CUST-000394,Customer 394,customer394@example.com,AU,2024-02-21,false
CUST-000395,Customer 395,customer395@example.com,JP,2025-12-13,false
CUST-000396,Customer 396,customer396@example.com,BR,2025-02-10,false
CUST-000397,Customer 397,customer397@example.com,GB,2025-09-08,false
CUST-000398,Customer 398,customer398@example.com,MX,2024-06-02,false
CUST-000399,Customer 399,customer399@example.com,US,2023-10-05,false
CUST-000400,Customer 400,customer400@example.com,GB,2023-03-24,false
CUST-000401,Customer 401,customer401@example.com,CA,2026-01-13,false
CUST-000402,Customer 402,customer402@example.com,BR,2024-11-17,false
CUST-000403,Customer 403,customer403@example.com,FR,2025-01-23,false
CUST-000404,Customer 404,customer404@example.com,IT,2023-10-26,false
CUST-000405,Customer 405,customer405@example.com,US,2024-06-04,false
CUST-000406,Customer 406,customer406@example.com,JP,2023-11-29,true
CUST-000407,Customer 407,customer407@example.com,DE,2026-02-03,false
CUST-000408,Customer 408,customer408@example.com,JP,2023-11-21,false
CUST-000409,Customer 409,customer409@example.com,MX,2023-02-03,false
CUST-000410,Customer 410,customer410@example.com,ES,2023-12-31,true
CUST-000411,Customer 411,customer411@example.com,JP,2024-12-17,false
CUST-000412,Customer 412,customer412@example.com,CO,2025-09-26,false
CUST-000413,Customer 413,customer413@example.com,US,2024-01-11,false
CUST-000414,Customer 414,customer414@example.com,US,2023-12-02,false
CUST-000415,Customer 415,customer415@example.com,CA,2025-06-15,false
CUST-000416,Customer 416,,CA,2025-02-18,false
CUST-000417,Customer 417,customer417@example.com,US,2024-04-14,false
CUST-000418,Customer 418,customer418@example.com,BR,2023-06-09,false
CUST-000419,Customer 419,customer419@example.com,GB,2024-05-19,false
CUST-000420,Customer 420,customer420@example.com,US,2025-01-26,true
CUST-000421,Customer 421,customer421@example.com,CL,2024-05-06,false
CUST-000422,Customer 422,customer422@example.com,GB,2024-03-15,false
CUST-000423,Customer 423,customer423@example.com,MX,2025-11-30,true
CUST-000424,Customer 424,customer424@example.com,CL,2024-09-03,false
CUST-000425,Customer 425,customer425@example.com,GB,2025-10-13,false
CUST-000426,Customer 426,customer426@example.com,BR,2025-04-03,false
CUST-000427,Customer 427,customer427@example.com,US,2023-01-25,false
